,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
259,Eastern Washington,108.446,116.764,0.299,1–10,1,11,52.2,59.6,32.8,36,19,17.5,29.9,32.1,70.8,52.9,59.2,34,40.2,6.7,8.1,45.2,51,36.2,38.1,70.288,76.592,80.159,2.703,"2,026",0,0,4.753,,69.9,70.2,1.053,1.185,21.044,Eastern Washington
260,Campbell,103.011,110.954,0.299,3–7,3,10,44.8,55,47.7,35.4,21.5,16.2,32.9,31.7,72.4,48.9,54.9,25,36.9,4.3,9.1,43,55.7,36,30.8,72.3,76.644,79.456,2.205,"2,026",0,0,0.2,,68.5,77.2,0.956,1.153,30.548,Campbell
261,La Salle,100.848,108.642,0.298,3–9,3,12,45.5,54,34.5,30.1,21.2,17.5,37.4,32.1,66.3,45.7,52.3,30,37.6,8,13.2,59.1,61.8,28.1,42.2,65.814,77.808,80.521,2.05,"2,026",0,0,9.323,,73.8,68.1,0.989,1.111,19.137,La Salle
262,Sacramento St.,103.016,111.076,0.296,1–7,1,8,42.3,53.5,36.3,39.4,17.8,17.5,31.9,35.7,71.6,42.2,56.6,28.3,32.8,8.9,8.8,49.2,58.4,36.9,42.1,72.471,77.532,80.377,1.597,"2,026",0,0,23.687,,76.3,70.2,0.957,1.141,28.802,Sacramento St.
263,Tennessee St.,100.84,108.884,0.293,4–5,4,9,44.5,53.5,35.4,53.1,18.8,21.4,33.1,31.2,73.3,46,57.5,27.4,30.9,8,8.6,43.6,50.4,31.3,35.9,72.591,76.931,79.342,2.549,"2,026",0,0,3.404,,72.7,72.6,0.973,1.077,20.972,Tennessee St.
264,Wagner,103.002,111.279,0.291,2–6,2,8,51.3,50.4,31.8,47.5,19.8,15.2,31.2,35.8,68.7,47.1,50.3,38.9,33.7,7.2,12.1,50,57.5,37.1,36.8,67.968,76.242,78.544,1.926,"2,026",0,0,0.2,,67.3,70.9,1.032,1.149,22.297,Wagner
265,Fairfield,104.672,113.114,0.291,7–5,7,12,48.3,51.2,25.2,31.7,15.2,15.2,34.9,26.6,68.8,46.8,51.2,33.9,34.1,9.4,12.3,42.1,53.1,36.3,35.7,68.715,76.353,79.682,1.201,"2,026",0,0,0.2,,70.9,74.8,1.069,1.079,9.76,Fairfield
266,Radford,105.598,114.13,0.29,4–8,4,12,50.1,53.4,40.7,45.9,17.1,18.9,29.6,34.2,74.4,51.3,52.3,32.5,36.6,10.7,8.6,49.8,56.7,49.4,39.9,73.835,77.084,80.236,2.047,"2,026",0,0,26.807,,71.2,73.7,1.063,1.121,17.2,Radford
267,Princeton,99.705,107.806,0.289,2–10,2,12,47.7,53.5,34,41.2,18.9,15.1,26.2,22.7,67.7,47.1,58.9,32.2,30.8,4.8,12.2,56.4,50.7,48.4,42.6,67.314,77.648,80.081,1.019,"2,026",0,0,16.639,,68.3,73.8,0.973,1.095,17.112,Princeton
268,South Dakota,107.115,115.894,0.288,5–7,5,12,48.2,56.5,47.2,34.7,18.4,18.1,35.6,33,73.8,49,58.1,31,34.9,6.8,10.7,39.4,48.8,30.5,28.5,72.448,77.093,79.55,1.217,"2,026",0,0,0.811,,72.5,75.2,1.07,1.144,17.404,South Dakota
269,Evansville,100.694,108.98,0.287,2–9,2,11,46.8,54.9,38.8,34.7,18.7,18.7,26.7,31.5,68.9,48.8,52.1,29.3,39.2,12.7,5.5,54.7,54.3,42.8,42.2,69.039,78.894,81.723,1.821,"2,026",0,0,23.869,,71.5,73.4,0.969,1.122,20.622,Evansville
270,SIU Edwardsville,100.983,109.311,0.287,4–5,4,9,47.7,47.9,30.5,33.5,16,17,30.7,32.7,67,47,47.5,32.6,32.2,13.4,10.5,48.5,50,35.1,46.3,66.454,77.515,81.388,2.665,"2,026",0,0,6.072,,66.1,77.4,1.023,1.054,10.586,SIU Edwardsville
271,Houston Christian,106.707,115.56,0.286,3–7,3,10,52.8,57.2,36.4,27.7,17.1,16.4,28.6,26.6,64.6,53.4,57.4,34.4,38,10.2,8.1,59.4,55.3,38.4,41.4,63.86,76.508,78.438,2.772,"2,026",0,0,4.925,,62.6,71.2,1.068,1.136,10.857,Houston Christian
272,Sacred Heart,105.475,114.227,0.286,4–7,4,11,51.4,55,28.4,31.7,19.1,18,31.7,34.1,70.4,49.2,55.9,35.7,36.1,7.9,8.3,55.8,61.8,51.1,47.3,69.316,76.915,79.826,1.847,"2,026",0,0,4.492,,77.9,69.2,1.066,1.137,12.751,Sacred Heart
273,Southeastern Louisiana,100.144,108.642,0.282,3–8,3,11,45.5,54.3,39,47.9,17.5,20.7,26.2,28.5,66.2,49.9,54.7,26.4,35.7,7.6,9.2,53.1,55.6,42.1,37.7,66.245,76.529,79.036,1.922,"2,026",0,0,0.2,,71.1,73.4,0.973,1.072,17.241,Southeastern Louisiana
274,UNC Greensboro,104.356,113.421,0.277,2–9,2,11,49.3,54.9,45.7,29.5,17,14,25.6,32.1,70,49.6,53,32.7,38.2,5.1,9.9,47.1,50,42.3,44.3,68.629,75.872,79.334,1.634,"2,026",0,0,7.892,,68,71.4,1.025,1.173,16.687,UNC Greensboro
275,Alabama St.,106.031,115.32,0.276,2–8,2,10,48.3,56.3,31,37.4,17.2,17.4,30.3,36.2,70.7,44.7,58.9,36.1,35.4,9.7,11.6,48.4,61.6,37.4,45.3,68.528,76.921,79.923,2.086,"2,026",0,0,5.51,,70.7,69.5,1.017,1.185,23.802,Alabama St.
276,Detroit Mercy,104.913,114.115,0.276,3–7,3,10,45.6,54.1,27.8,39.5,15.9,14.5,33.5,32,70.5,47.3,55.4,28.2,35,8.3,7.3,47.7,64.3,34.2,46,69.781,77.361,80.421,1.424,"2,026",0,0,4.8,,78.8,70.2,1.031,1.16,18.94,Detroit Mercy
277,Drexel,103.17,112.258,0.275,5–7,5,12,50.1,50.2,31.2,41.2,19,17.6,34.3,29.4,66.8,47.8,49.8,35.6,34.1,10.4,9.7,55,48.8,40.8,33,66.23,77.152,80.967,2.138,"2,026",0,0,1.676,,65.4,74.9,1.046,1.061,7.256,Drexel
278,Samford,104.184,113.524,0.271,5–6,5,11,47.7,53.4,40.5,30.8,14,14.6,26.6,29.6,69.6,49.2,50.8,30.7,38.8,7,11.5,51.5,48.3,46.1,35,67.361,76,79.232,1.732,"2,026",0,0,11.21,,66.5,73.5,1.038,1.131,18.82,Samford
279,Eastern Kentucky,104.744,114.15,0.271,2–9,2,11,47.2,55.2,27.4,35,18.8,14.2,31.7,31.5,70.5,48.2,55.6,30.8,36.4,9.4,7.9,49.1,56.7,50.1,39.5,69.116,76.132,79.32,1.82,"2,026",0,0,8.852,,72.3,71.8,1.011,1.168,20.966,Eastern Kentucky
280,East Carolina,99.413,108.396,0.27,4–7,4,11,44.8,52.7,42.7,33.4,18.8,18.4,32.8,29.9,69.6,46.8,53.3,27,34.5,10.3,8.2,46.5,54,31.9,39.9,70.65,76.924,81.345,1.913,"2,026",0,0,23.262,,70.1,74.4,0.979,1.073,14.133,East Carolina
281,Northern Arizona,100.705,109.931,0.267,3–7,3,10,49.1,52.5,29,34.2,17.9,17.9,23.8,32.4,69.2,47.4,52.4,35.1,35,8,9.7,48.8,53,33.3,40.6,67.2,77.172,80.136,1.589,"2,026",0,0,0.2,,64.5,70.3,0.968,1.101,19.476,Northern Arizona
282,Long Beach St.,105.045,114.763,0.265,2–10,2,12,49,58.6,26.2,42.9,17.5,18.9,29.6,29,68.6,51,59.2,30.5,38.4,6.6,5.4,44.8,53.1,36.5,37.2,68.651,77.518,80.8,1.444,"2,026",0,0,9.989,,70.2,76,1.011,1.161,20.491,Long Beach St.
283,Merrimack,101.58,111.068,0.264,6–7,6,13,45.8,49.9,34.8,41.3,15.4,19.8,23.9,42.9,65,46.3,51.2,30.1,31.5,12.1,12.9,54.9,53.9,48.6,32.6,65.198,76.563,78.706,1.509,"2,026",0,0,0.2,,77.7,72.5,0.997,1.108,16.195,Merrimack
284,Western Michigan,105.128,115,0.263,5–6,5,11,50.2,53.1,29.2,38.2,18.9,13,29.8,28.3,70.6,50.1,52.6,33.5,35.7,7.6,10.9,53.1,58.2,36.1,48.6,69.528,77.19,80.61,1.473,"2,026",0,0,7.108,,74.6,68.8,1.041,1.13,16.151,Western Michigan
285,Denver,111.569,122.076,0.262,4–7,4,11,52.8,60.5,35.8,34.7,15.9,14.6,28.5,37.2,69.7,51.4,59,36.7,41.9,5.1,9.2,40.2,44,37.9,38.7,68.989,77.247,79.448,2.251,"2,026",0,0,0.2,,75.3,70,1.116,1.272,25.346,Denver
286,Howard,99.121,108.501,0.261,6–5,6,11,47.4,51.5,41.3,40.5,19.6,21.3,30.4,32.7,69.3,45.3,53.7,34.3,31.8,10.3,10.9,55.2,43.6,33.2,37,69.251,76.171,78.689,1.87,"2,026",0,0,0.2,,72.8,68.9,0.995,1.04,14.366,Howard
287,Tennessee Tech,102.864,112.853,0.256,3–7,3,10,50.7,53.7,35,36.3,19.6,16.3,25.9,30.9,72.5,52.3,50.7,31.9,38.6,8.6,12.1,48.4,58.4,36.5,41.3,70.62,76.512,78.796,2.356,"2,026",0,0,3.356,,73.6,74.4,1.008,1.139,20.513,Tennessee Tech
288,Texas Southern,102.299,112.516,0.251,0–8,0,8,44.7,59.1,39.2,48.8,20.4,15,25.8,36.5,73,45.6,63.3,28.5,36.4,8.2,8.8,37.4,62.1,31,48,71.189,77.165,79.828,2.37,"2,026",0,0,3.043,,68.1,74.2,0.909,1.282,42.492,Texas Southern
289,Northwestern St.,106.103,116.75,0.25,1–8,1,9,50.1,57.7,41.8,45.9,20.5,16.9,25.5,39,66.8,47,56.7,36.7,39.5,6.2,13.6,50.2,60.7,38.5,39.6,66.569,76.186,78.862,2.06,"2,026",0,0,0.2,,74.4,71.1,1.006,1.227,27.809,Northwestern St.
290,UMBC,103.499,113.974,0.248,4–6,4,10,52.6,52.8,29,25.5,18.9,13.9,25.2,28.7,68,54.6,51,33,37.6,8,6.3,52.5,47.4,40.7,32.8,67.064,76.896,79.257,2.05,"2,026",0,0,6.995,,69.5,75.2,1.029,1.116,16.621,UMBC
291,Saint Peter's,100.634,110.918,0.246,4–5,4,9,44.6,52.4,32.2,54.5,16.8,22.7,31.9,36.9,66.1,44.8,51.6,29.5,35.8,9.5,12.1,51.2,63.9,44.4,39,66.131,76.827,79.758,1.991,"2,026",0,0,0.2,,78.5,71.1,1.014,1.075,15.741,Saint Peter's
292,Presbyterian,99.859,110.227,0.243,4–8,4,12,46.8,50.6,33.1,38.8,21.1,16.2,36.3,31.2,64.1,49.2,51.2,27.9,33.1,11.7,9.5,54.9,51.9,32,36.8,63.546,78.008,80.485,1.498,"2,026",0,0,0.2,,66.5,71,0.976,1.087,15.158,Presbyterian
293,UTSA,99.646,110.01,0.243,2–7,2,9,41.9,50.3,33,35.7,18,14.9,31.1,37.4,70.9,42.3,50.6,27.6,33.2,11.6,13.7,44.2,53.6,44.9,43,69.905,77.73,79.43,1.427,"2,026",0,0,29.811,,65.2,71.7,0.92,1.136,23.029,UTSA
294,Alabama A&M,101.083,111.898,0.237,4–6,4,10,44.8,53.9,39.3,39.6,16.7,16.5,25,28.8,67.1,42.4,55.5,33.2,34.4,8.2,8.4,41.9,58.3,33.3,40.1,65.799,77.243,80.123,2.473,"2,026",0,0,11.24,,70,68.8,0.964,1.108,19.682,Alabama A&M
295,Bellarmine,107.093,118.595,0.236,3–6,3,9,56.5,58.2,34.6,36.4,18.8,16.3,19.1,34.2,68,60.1,62.6,34.2,35.6,4.8,9.4,53.2,51,41,47.8,66.736,77.48,79.436,1.901,"2,026",0,0,0.2,,79.8,70.2,1.082,1.2,21.305,Bellarmine
296,Le Moyne,108.181,119.935,0.234,4–7,4,11,53.7,53.1,39.3,34.8,19.7,14.9,27.6,33.8,69.8,51.8,47.4,37.5,41,11.9,8.8,60.1,58.6,41.3,40.3,69.484,77.08,79.397,1.753,"2,026",0,0,0.234,,75,78,1.071,1.178,15.89,Le Moyne
297,Bucknell,99.215,109.996,0.234,3–10,3,13,46.9,57.3,30.7,35.4,21.2,17.8,27.1,30.9,67.9,46.9,55.1,31.2,40.1,6.8,12,54.9,59.2,44.3,43.6,67.872,76.882,81.49,1.544,"2,026",0,0,0.2,,73.2,68.7,0.942,1.15,20.872,Bucknell
298,Western Carolina,101.751,112.929,0.232,2–7,2,9,47.3,58.4,31.8,41.7,20.8,15.9,28.6,27.5,74.2,48.9,57.4,29.9,39.8,5.7,9.3,44.2,53.2,38.8,45.2,71.6,77.172,81.171,1.891,"2,026",0,0,0.2,,67.1,70.2,0.945,1.182,31.62,Western Carolina
299,Mount St. Mary's,100.301,111.328,0.232,3–9,3,12,51.8,51.6,32.3,40.7,24.3,14.7,27.8,28.3,70.2,52.1,51.2,34.3,34.8,8.5,9.1,60.8,51.6,46.6,45.1,69.56,76.934,80.184,2.282,"2,026",0,0,1.966,,64.6,74.7,0.962,1.112,17.365,Mount St. Mary's
300,East Texas A&M,100.412,111.497,0.231,4–6,4,10,49,57.3,33.2,36,20.9,18.6,24.1,31.2,72.4,50,56.4,31.9,39.2,8.1,9.8,59.5,58.3,46.2,37.6,71.477,76.737,79.567,2.441,"2,026",0,0,12.035,,71.4,66.7,0.957,1.131,27.34,East Texas A&M
301,Manhattan,106.852,118.707,0.23,4–8,4,12,48.7,55.1,38.1,22.9,16.5,17,26.3,40.2,70.5,47.2,54.7,34.1,37.2,7.1,10.1,49.8,58.1,37,37.3,70.234,75.481,79.372,1.849,"2,026",0,0,6.85,,75.8,73,1.033,1.188,16.115,Manhattan
302,Central Connecticut,100.505,111.773,0.228,4–5,4,9,49,51.1,29,25.8,15.5,14.9,26.6,29.3,67.8,46.9,49.7,35.3,35.4,13.4,8,54.6,52.3,34.5,40.8,66.849,77.527,79.769,1.876,"2,026",0,0,0.2,,70.3,76.2,1.021,1.09,15.862,Central Connecticut
303,Boston University,110.104,122.78,0.222,4–8,4,12,55.7,56.8,30.7,38,19.1,15.3,30.8,31.3,63.9,55.6,55.7,37.2,39,9.9,9.8,56.3,52,45.6,40.5,63.683,77.221,80.747,1.424,"2,026",0,0,9.036,,67.2,70.5,1.105,1.183,11.455,Boston University
304,Oral Roberts,102.538,114.392,0.221,2–9,2,11,49.5,55.6,35.9,39.7,20.3,16.3,26,36.1,70.8,47.4,56.8,34.6,35.7,9.2,12.5,44.1,46.1,46.8,36.8,69.482,76.726,79.369,1.519,"2,026",0,0,16.456,,77,71.2,1.006,1.173,20.032,Oral Roberts
305,UMass Lowell,103.142,115.128,0.22,2–9,2,11,49.8,55.6,40.1,30.5,21,16.2,29.5,35.7,71.5,49.5,54.4,33.7,38.4,6.5,10.4,51.5,51,33.1,37.3,71.31,76.388,79.105,1.718,"2,026",0,0,4.49,,62.9,72.5,0.983,1.173,21.482,UMass Lowell
306,Albany,103.039,115.148,0.218,1–10,1,11,49,55.1,27,38,18.7,15.8,29.6,36.7,68.9,51.3,56,30.4,35.9,10,10.4,50.9,60.1,39.4,40.1,68.448,76.475,80.941,1.994,"2,026",0,0,2.273,,60.2,73.4,0.984,1.19,17.489,Albany
307,Ball St.,98.788,110.665,0.213,2–9,2,11,45.4,53.4,30.2,28.4,17.4,19.5,27.7,33.4,66.5,46.3,52.9,29.4,36,9.5,13,55.6,57.4,40.3,42.1,65.675,76.246,79.128,1.998,"2,026",0,0,9.919,,69.1,75.6,0.966,1.087,9.764,Ball St.
308,Morehead St.,100.158,112.251,0.212,3–7,3,10,45.7,51,34.3,37.9,20.3,16.8,34.5,38.8,70.3,45.8,52.1,30.4,33.1,9.1,10.1,44.3,59.8,32.4,44.1,67.912,76.661,79.816,1.766,"2,026",0,0,0.2,,71.2,71.1,0.976,1.147,23.021,Morehead St.
309,Cal St. Bakersfield,101.802,114.105,0.212,3–8,3,11,44.5,52.4,49.2,43,21.4,18.7,33.3,40.1,71.9,45.9,55,27.5,32,16.5,9.4,44.2,53.1,29.5,37.1,70.979,77.605,80.006,2.525,"2,026",0,0,0.2,,75.2,69.6,0.981,1.132,16.035,Cal St. Bakersfield
310,Longwood,102.35,114.883,0.209,5–7,5,12,46.7,55.2,48.2,41.6,19.7,19.6,33.3,27.8,70,50.6,57.8,26.7,34.6,5.6,10.1,52.8,54.9,36.6,43.6,70.792,76.978,79.426,2.127,"2,026",0,0,32.848,,76.9,71.2,1.028,1.094,10.963,Longwood
311,West Georgia,100.712,113.571,0.201,4–5,4,9,47,52.9,27.3,34.6,17.2,16,31,32.7,70.3,44.3,55.8,35.4,31.9,11.3,7.6,46.4,57.8,31,37,69.23,77.196,79.565,1.854,"2,026",0,0,0.2,,70.1,72.7,1.001,1.127,20.588,West Georgia
312,Northern Illinois,103.334,116.534,0.201,3–7,3,10,48.6,57.2,42.2,39.2,22.7,16.9,35.9,35.3,69.3,48.4,61.2,32.5,34.1,4.1,13.9,51.3,53.1,43.5,39.6,68.621,76.796,79.831,0.91,"2,026",0,0,2.796,,65.3,71.9,1.006,1.175,19.937,Northern Illinois
313,Bryant,98.446,111.062,0.2,2–9,2,11,45.8,50.3,24,26,21.4,14.2,25.5,32,66.8,47.8,48,29.4,36.3,10.8,8.9,58.5,58.8,52.2,35,66.335,79.312,81.455,1.185,"2,026",0,0,19.364,,77.6,70.7,0.92,1.083,20.377,Bryant
314,Mercyhurst,98.289,111.235,0.194,3–8,3,11,47.2,51.2,24.3,48.7,16.7,19.9,26.8,33.3,65.1,48.7,50.8,29.3,34.5,12.6,9.5,54.1,54.2,31.5,35.8,65.464,75.13,77.891,1.804,"2,026",0,0,0.2,,64.1,75.4,0.965,1.082,19.513,Mercyhurst
315,Eastern Illinois,98.746,111.768,0.194,2–8,2,10,45.2,54.1,32,34.2,20.9,17.5,25,37.6,67.2,45.7,60.4,29.5,30.8,8.1,12,49.8,58.4,32,43.8,66.454,76.387,79.133,2.029,"2,026",0,0,0.2,,77.5,72.9,0.916,1.161,30.213,Eastern Illinois
316,New Hampshire,96.856,109.63,0.194,2–8,2,10,44.6,52.3,23.8,40.2,16.7,16.6,23.1,30.8,68.5,44.7,52.5,29.7,34.7,8.1,11.8,38.2,50.6,39.3,38.1,68.364,76.343,79.539,1.396,"2,026",0,0,5.871,,67.1,71,0.911,1.104,22.102,New Hampshire
317,Jacksonville,100.126,113.35,0.194,3–7,3,10,48.8,57.9,28.6,45.4,20.7,16.6,30.1,31.1,67.7,48.8,57.5,32.5,39,6.6,10.4,47.5,55.4,42.9,35.7,65.989,76.746,80.027,1.293,"2,026",0,0,20.496,,67.7,69,0.98,1.173,21.987,Jacksonville
318,North Carolina A&T,99.977,113.314,0.192,5–4,5,9,48.8,49.8,50.4,40.8,20.2,15.7,32.6,27.9,70.3,50.6,49,30.1,34.2,10.7,8.6,48.6,59.4,33.9,36.2,71.137,77.767,80.263,1.334,"2,026",0,0,3.598,,72.9,64.5,1.04,1.045,10.011,North Carolina A&T
319,Louisiana,94.494,107.347,0.187,2–11,2,13,44.6,50.1,28.8,54.5,20.2,16.8,26.5,30.5,64.2,44.4,50.5,29.9,32.9,9,9.3,45.1,52.3,40.7,38.2,64.449,77.312,79.809,1.465,"2,026",0,0,27.438,,66.3,71.5,0.896,1.086,15.682,Louisiana
320,Florida A&M,98.406,111.848,0.187,1–7,1,8,45.9,53.9,37.3,40.4,22.2,18.5,23.9,37.8,73.1,45.4,52.5,31.3,37.4,8.5,12.6,49.2,51.3,35.3,38,70.491,77.467,80.282,2.323,"2,026",0,0,21.84,,61.5,78.4,0.876,1.156,27.914,Florida A&M
321,Jackson St.,98.531,112.004,0.186,1–11,1,12,43.3,56.5,26,42.7,21.7,15.6,22.8,41.3,71.1,41.4,59.9,30.4,34.8,7.3,13.8,46.6,65.9,45.3,44.9,70.756,76.694,80.19,1.559,"2,026",0,0,25.396,,73.7,71.9,0.854,1.249,37.3,Jackson St.
322,Lehigh,100.099,113.803,0.186,2–9,2,11,49.8,51.9,31.5,37.2,19.5,18.8,24.1,37.6,67.6,49.6,51.7,33.3,34.9,6.8,11.7,49.4,44.2,42.6,26.8,68.211,76.246,79.705,1.344,"2,026",0,0,1.208,,67.9,72.4,0.975,1.105,18.362,Lehigh
323,Arkansas Pine Bluff,100.732,114.571,0.185,1–10,1,11,45.4,57,29.4,47.4,20.1,14.5,26.6,35.8,75.7,46.1,57.4,29.5,37.6,9.3,9.9,55,62.9,37.9,42.5,74.273,77.065,79.584,2.106,"2,026",0,0,19.926,,77.5,75.7,0.928,1.249,33.663,Arkansas Pine Bluff
324,Prairie View A&M,100.247,114.123,0.184,1–6,1,7,44.5,56.3,37.2,53.3,16,20.4,25.2,37.6,74.9,44.8,56.3,29.1,37.6,11.8,8.8,36,55.8,29.2,37,73.063,76.009,79.312,2.814,"2,026",0,0,0.334,,75.3,72.6,0.97,1.163,22.586,Prairie View A&M
325,Lafayette,102.224,116.425,0.183,2–10,2,12,48.8,53.7,31.8,32.1,17.3,14.3,27,34.4,68.3,44.8,53.2,36.8,36.3,5.2,14.3,52.4,59.5,39.3,36.6,68.175,75.935,80.562,1.179,"2,026",0,0,3.778,,71.8,73.9,1.017,1.166,14.594,Lafayette
326,North Dakota,98.049,111.729,0.182,3–10,3,13,46,56.1,35.8,46.3,16.2,20.5,25,33.6,70.8,47.8,59.2,28.9,34.7,7,9,44.7,61.2,40.4,42.9,69.579,76.895,80.067,1.471,"2,026",0,0,14.433,,65.5,69.3,0.956,1.127,21.437,North Dakota
327,Air Force,97.647,111.416,0.18,3–9,3,12,51,52.5,43.7,34.4,21.2,17,25.5,31.2,67.2,53.4,53.7,31.7,33.7,8.9,10.6,56.1,53.3,40.7,36.2,65.124,78.19,81.077,0.797,"2,026",0,0,0.2,,64.4,71.2,0.975,1.104,11.614,Air Force
328,Central Michigan,102.036,116.558,0.178,2–8,2,10,48.6,55.4,26.7,43.6,18.3,16.1,32.3,36,67.1,51.1,56,29.5,36.3,12,7.9,58.4,58.6,35.7,39.9,66.517,77.628,81.047,2.127,"2,026",0,0,7.787,,71.3,66.8,1.019,1.182,13.649,Central Michigan
329,Cleveland St.,104.601,119.82,0.173,1–10,1,11,51.1,56.8,42.2,33.9,20.1,14.6,28.5,39.2,72.3,45.5,59.5,38.1,35.5,6.6,16.9,57.9,56.2,48.4,43.1,70.137,76.389,79.071,2.139,"2,026",0,0,6.617,,73.9,74.6,1.037,1.257,17.248,Cleveland St.
330,Loyola Chicago,105.235,120.57,0.173,4–9,4,13,50,52,41.1,33.7,17.9,12.5,32.4,33.7,64.8,51.7,48.1,32.2,38.1,12,12.3,58.6,61.4,48.9,43.4,66.245,77.588,80.309,1.815,"2,026",0,0,26.447,,70.1,79.4,1.07,1.184,11.877,Loyola Chicago
331,Southern Utah,99.305,114.099,0.168,1–9,1,10,46.8,58.1,23.9,26.1,19.7,14,25.2,32,71.5,50.8,55.8,26.3,41.9,9.3,12.3,46.5,47.9,35.3,32.8,71.211,78.471,81.776,1.953,"2,026",0,0,10.944,,70.1,73.1,0.93,1.211,24.183,Southern Utah
332,Alcorn St.,99.978,115.104,0.165,1–10,1,11,48.7,59.5,23.3,41.8,24.1,17.5,28.1,42.4,73,45.3,61.6,36.8,37.2,11,8.5,41,54.2,34.2,36.9,72.362,76.609,79.243,1.899,"2,026",0,0,4.378,,62.7,74.6,0.902,1.271,33.043,Alcorn St.
333,Army,99.678,114.795,0.165,3–7,3,10,47.6,54.2,26.9,38.4,17.6,14.3,26.3,28.9,68.9,49.1,58.7,30.9,32.7,2.5,12.4,54.7,54,53.8,46.9,67.456,76.03,78.493,1.376,"2,026",0,0,0.2,,75,74.6,0.985,1.165,15.191,Army
334,Holy Cross,101.416,116.825,0.164,3–8,3,11,49.2,57.7,28.4,27.6,17.3,15.5,21.2,27.6,66.4,51.2,61.5,31,34.9,3.3,12.6,46.5,51.9,43.3,41.6,65.711,76.719,78.724,1.463,"2,026",0,0,10.608,,71.3,75.1,0.979,1.168,17.642,Holy Cross
335,VMI,103.19,118.88,0.164,2–8,2,10,46.8,56.4,34.9,35.6,17.1,17.7,29.6,41.4,69,48.6,57.1,30.1,37,6.1,11.2,48.7,62,52.6,43.4,67.828,76.676,78.641,1.293,"2,026",0,0,0.2,,72.7,71.4,1.012,1.222,17.387,VMI
336,Chicago St.,100.966,116.426,0.163,1–11,1,12,42.9,58.4,31.5,39,18.5,18.5,30.6,38.7,69.4,42.8,65.1,28.7,35.4,4.4,8.8,40.9,74.3,27.7,55.3,69.123,75.727,78.571,2.451,"2,026",0,0,2.574,,77.5,73.1,0.932,1.231,35.107,Chicago St.
337,Georgia St.,95.559,110.994,0.152,2–10,2,12,41.5,50.8,35.1,38.6,18.7,16.1,26.6,34.4,70.5,41.9,50.7,27.4,33.9,6.6,7.7,49.4,50.9,45.8,37.9,70.258,77.246,79.721,1.36,"2,026",0,0,14.881,,77,69.9,0.904,1.109,14.726,Georgia St.
338,North Florida,102.931,119.585,0.151,0–10,0,10,50.6,58,25.6,35.1,21.2,14.9,21.8,45.3,74,49.1,63.1,34.6,33.1,3.3,17.4,51.8,55.7,52.4,37.8,72.242,77.069,79.35,1.714,"2,026",0,0,0.2,,76.2,66.9,0.962,1.282,36.446,North Florida
339,Little Rock,99.112,115.23,0.15,2–9,2,11,49.3,59.1,28,32.2,23.5,18.9,30.2,35.4,67.8,46.9,58.1,36.6,40.2,11.6,6.1,50,58.3,30.1,44.8,66.297,78.369,80.588,2.24,"2,026",0,0,25.822,,60.6,66.8,0.941,1.174,15.499,Little Rock
340,UMKC,95.164,110.896,0.147,0–11,0,11,44.4,55.5,32.6,32.2,20.5,18.1,27.7,37.9,72.8,46.9,58,26.5,34.1,5.7,9.7,46.7,55,34.1,36.7,70.732,76.739,80.009,2.26,"2,026",0,0,1.585,,69,67.4,0.91,1.152,22.763,UMKC
341,Stonehill,95.093,110.887,0.146,1–9,1,10,47,49.9,19.3,35.8,21.9,12.1,27.7,26.7,69.1,45.6,50.6,32.8,32.4,10.6,10.8,49.6,42.4,39.2,36.8,68.173,77.419,79.971,2.184,"2,026",0,0,0.2,,69.3,64.4,0.907,1.074,17.414,Stonehill
342,Loyola MD,103.429,120.882,0.143,2–9,2,11,50.6,55.6,33.1,37.8,18,16.9,27.9,35.1,69.6,53.9,58.2,31.2,34.1,9.2,10.7,51.8,52.5,46.1,36.1,69.189,77.279,79.668,1.467,"2,026",0,0,0.2,,66,72.4,1.029,1.164,14.069,Loyola MD
343,New Haven,95.802,112.026,0.142,2–6,2,8,44.8,52.2,29.5,35.2,20,17.9,23.7,28.1,64.9,48.7,52,25.2,35,5.6,8.6,39.6,46.1,36,41.3,64.819,77.318,80.685,1.591,"2,026",0,0,0.2,,68.5,74.8,0.888,1.08,22.706,New Haven
344,IU Indy,102.207,119.599,0.141,2–9,2,11,50.7,58.6,23,45.5,16.1,20.3,27.2,38.4,79.6,53.6,60.4,31.4,36.8,7.9,8.9,60.4,52.5,45.2,35.7,79.215,76.108,78.612,1.579,"2,026",0,0,0.2,,70.2,74,1.041,1.193,14.01,IU Indy
345,Southern Indiana,96.274,112.778,0.139,1–9,1,10,43.7,49.8,36.6,37.4,16.1,16.3,26.2,32.4,71.5,43.2,50.1,29.6,32.8,11.7,13.5,45.6,46.2,44,30,71.036,75.98,79.492,2.553,"2,026",0,0,2.633,,64.9,72.8,0.934,1.091,10.372,Southern Indiana
